	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YGR184C	gene-YGR184C	662.225361479708	-0.992920912971929	0.44633993974309	-2.22458450288685	0.0261091439333656	0.0478695093188395
gene-YML107C	gene-YML107C	173.007485572541	1.02467586487633	0.460668373250994	2.22432431739359	0.026126631755477	0.0478730606860426
gene-YLR182W	gene-YLR182W	305.581335835311	-0.961444284573142	0.432243720625999	-2.22431058843545	0.0261275547997466	0.0478730606860426
gene-YLR341W	gene-YLR341W	15.9632807133005	1.93620318154727	0.870790900917674	2.2234995559862	0.026182133294442	0.0479428351314735
gene-YHR019C	gene-YHR019C	1444.06598334024	1.00117383652814	0.450267431778403	2.22350933216255	0.0261814748195698	0.0479428351314735
gene-YDR366C	gene-YDR366C	14.4929337846714	2.00108064805455	0.900488100774136	2.22221775760751	0.0262685929562169	0.0480860038619001
gene-YLR187W	gene-YLR187W	136.161937662758	1.17813626538351	0.530389475419889	2.22126629577411	0.0263329302560091	0.0481734311136056
gene-YBR058C	gene-YBR058C	554.419639214959	-0.978546066238108	0.440529610967928	-2.22129464597863	0.0263310112652021	0.0481734311136056
gene-YKR004C	gene-YKR004C	145.344786877269	-1.10068649745575	0.495613110774795	-2.22085831372588	0.0263605594500237	0.0482007682552835
gene-YER066W	gene-YER066W	62.0912032288468	-1.27206841186814	0.572797183582499	-2.22080074471058	0.0263644601313741	0.0482007682552835
gene-YGR154C	gene-YGR154C	652.108021439869	0.917652719205346	0.414049811604351	2.21628580302849	0.0266719347057169	0.0487475737451656
gene-YDR479C	gene-YDR479C	250.775046531715	-0.974008704543813	0.440026205716887	-2.21352431261899	0.0268615189520135	0.0490786382109721
gene-YGR211W	gene-YGR211W	2205.36142946737	-1.18720667479802	0.537214565882374	-2.20993016607439	0.02711000927243	0.0495170879608306
gene-YCR073C	gene-YCR073C	150.376815578991	1.03349746101608	0.467800116839628	2.20927148970847	0.0271557629935032	0.0495850752492117
gene-YLR364W	gene-YLR364W	37.5327499679452	1.48056927828736	0.67023666662658	2.20902459087971	0.0271729305229676	0.0496008392586331
gene-YOR016C	gene-YOR016C	212.961499582865	-0.998821553791995	0.452302205743827	-2.20830573255639	0.02722296799293	0.0496765745604111
gene-YHR079C-A	gene-YHR079C-A	2.2954492837219	5.42513682549681	2.45949916099097	2.20578925642363	0.0273987588874167	0.0499659826337201
gene-YJR130C	gene-YJR130C	322.740751271429	-0.949628876808446	0.430506617274653	-2.20584037202523	0.0273951784358936	0.0499659826337201
gene-YGR174W-A	gene-YGR174W-A	5.80345438351079	-3.9139710196075	1.77474782955876	-2.20536740736885	0.0274283232109069	0.0500042078111014
gene-YNL024C	gene-YNL024C	18.6138132223041	1.80406818625121	0.818570538210585	2.20392513783229	0.0275296093536086	0.0501731230991449
gene-YHR214C-E	gene-YHR214C-E	3.80394998954325	-4.64103393880998	2.1062551132431	-2.20345290066214	0.0275628431517669	0.0502179449523728
gene-YCR095C	gene-YCR095C	191.713430188395	-0.994625199072236	0.451492014664875	-2.20297406546716	0.0275965766155692	0.0502636487902502
gene-YBR121C	gene-YBR121C	2233.9222748798	0.983356980447571	0.446775884840457	2.20100729205366	0.0277355076160978	0.0505008678774312
gene-YML049C	gene-YML049C	139.845988998996	-1.04449197418755	0.474647198767111	-2.20056491832376	0.0277668394301856	0.0505420829214653
gene-YML109W	gene-YML109W	67.0482640065932	1.41237931924411	0.641888380405138	2.20035034495042	0.0277820479153577	0.0505539331509264
gene-YHR130C	gene-YHR130C	12.0492119848386	2.1368950816104	0.971385288335212	2.19984295343063	0.0278180392782359	0.05058783809147
gene-YOR267C	gene-YOR267C	1171.56369655009	-0.892227035414469	0.405586824041792	-2.19984225947767	0.0278180885306845	0.05058783809147
gene-YNL151C	gene-YNL151C	373.280795581497	0.919759869174534	0.418219767997358	2.19922619530587	0.0278618425917313	0.0506515574423341
gene-YHR154W	gene-YHR154W	38.5631234930771	-1.48806044068906	0.677226754672391	-2.19728537070116	0.0280000717977865	0.0508869347369403
gene-YIL149C	gene-YIL149C	482.616750686952	0.899056563550837	0.409251570902787	2.19683106302455	0.028032513702627	0.0509299686275925
gene-YPR153W	gene-YPR153W	82.5647999015481	-1.24614126550347	0.567332957404529	-2.19649017255122	0.0280568778081509	0.050958304319054
gene-YPL187W	gene-YPL187W	12.15488059156	-2.64670320383877	1.20515505597957	-2.19615159950308	0.028081094346849	0.0509863543717233
gene-YGL181W	gene-YGL181W	497.770094549822	-0.919407397779592	0.418962849306696	-2.19448430642725	0.0282006109511779	0.0511873675353672
gene-YAL024C	gene-YAL024C	67.1172823306062	1.24184710868786	0.566039884983546	2.19392156212447	0.0282410489858817	0.051244763255056
gene-YAR068W	gene-YAR068W	19.7068376406502	-2.24820599224872	1.02537608074707	-2.19256722919723	0.0283385743760894	0.051405678612307
gene-YOL049W	gene-YOL049W	269.118060432791	-1.02772137004436	0.468872123497669	-2.1919011997937	0.028386641435699	0.0514768049997762
gene-YLR250W	gene-YLR250W	701.306732873052	-0.907265856528597	0.414296853938824	-2.18989318384389	0.0285319844343769	0.051714905631899
gene-YDR128W	gene-YDR128W	212.366966063609	-1.01922356209179	0.465432580960847	-2.18984145885895	0.0285357368137474	0.051714905631899
gene-tF(GAA)P1	gene-tF(GAA)P1	2.59878912123286	5.40977235603214	2.47129843737997	2.18904049555726	0.0285938968224482	0.051804154716979
gene-YER069W	gene-YER069W	405.099062555075	1.03025194166779	0.471017271981119	2.18729121616815	0.0287212715596573	0.0519701215145481
gene-YFL048C	gene-YFL048C	324.690595912384	0.945548321019831	0.432257601553168	2.18746487655123	0.0287086045764117	0.0519701215145481
gene-YDR511W	gene-YDR511W	153.889349094619	-1.13747954091909	0.519969807925185	-2.18758767063405	0.0286996507418791	0.0519701215145481
gene-YDR124W	gene-YDR124W	74.5802665304551	-1.27970340568114	0.585040501878534	-2.18737574846883	0.0287151050777317	0.0519701215145481
gene-YLR100W	gene-YLR100W	341.61634111019	-0.992767924861726	0.454954475916829	-2.18212585525417	0.0291002454852192	0.0526394730034528
gene-YHR183W	gene-YHR183W	499.392538229045	1.12555396377819	0.516016815599719	2.18123504845489	0.029166035728097	0.0527420658530491
gene-YMR071C	gene-YMR071C	289.671535424903	-0.937716405178102	0.430212912005543	-2.17965658168349	0.029282927247244	0.0529369745446289
gene-YDR221W	gene-YDR221W	179.473294091186	-1.02480910488682	0.470204510840274	-2.17949654088909	0.0292948013573165	0.0529419730997274
gene-YCR034W	gene-YCR034W	220.861766887752	1.1969152795081	0.549219967274828	2.17930037293995	0.0293093615461506	0.0529518213572357
gene-YMR096W	gene-YMR096W	62.1370745270666	-1.32210311176337	0.606838488641054	-2.17867379296273	0.0293559099529794	0.0530194371183084
gene-YLR439W	gene-YLR439W	139.649904611797	1.19883000246292	0.550461633335974	2.17786296058025	0.0294162408005962	0.0530954010972252
gene-YPR082C	gene-YPR082C	158.456141992057	-1.03312684838671	0.474356049871451	-2.177956513186	0.0294092744803464	0.0530954010972252
gene-YBR054W	gene-YBR054W	3899.87017315086	-1.08400439963038	0.497998886695076	-2.17672052808045	0.0295014257033746	0.0532326253300258
gene-YGL133W	gene-YGL133W	543.332049764067	0.892525689036907	0.410102947812518	2.17634546105466	0.0295294386134063	0.0532666347675722
gene-YMR208W	gene-YMR208W	187.090955793162	-0.988713106117781	0.454455466271821	-2.1755995460431	0.029585217322216	0.0533506928565681
gene-YLR145W	gene-YLR145W	79.9984256983208	1.13280223814641	0.521008683495509	2.17424828804445	0.0296864937003734	0.0535167187923605
gene-YOR044W	gene-YOR044W	194.7047165681	1.21150313074657	0.557350316677457	2.17368339892354	0.0297289202534612	0.0535765843451524
gene-YMR269W	gene-YMR269W	312.828151046266	1.23306042706564	0.56772587101809	2.17192925320528	0.0298609995807394	0.0537971878044958
gene-YJL053W	gene-YJL053W	270.714900599709	-0.960811253626638	0.44240073840489	-2.17181204780742	0.0298698425748637	0.0537971878044958
gene-YGL126W	gene-YGL126W	170.141574528658	1.10531943577261	0.509849157436836	2.16793422064161	0.0301636917213602	0.0543095961228455
gene-YDR126W	gene-YDR126W	95.3289425107497	1.1480453675565	0.529809768925998	2.16690109335612	0.0302423965762942	0.0544344406631843
gene-YGL228W	gene-YGL228W	891.691958480255	-0.961120183356741	0.443981266494703	-2.16477643515215	0.0304048102770499	0.0547098319907783
gene-YCR028C	gene-YCR028C	212.562590515737	0.959312240853907	0.443206033170177	2.16448371424935	0.0304272451501988	0.0547332555905154
gene-YOR131C	gene-YOR131C	207.359918478341	-1.08692383753265	0.502248206925818	-2.16411690981545	0.030455378046431	0.0547669112641885
gene-YMR088C	gene-YMR088C	221.933042635225	-1.00924959068431	0.466558884853117	-2.16317730397964	0.0305275451883983	0.0548797069702973
gene-YOR023C	gene-YOR023C	558.479052697132	-0.938304453885747	0.433839404494594	-2.162792139591	0.0305571704504012	0.0549159785583586
gene-YBR125C	gene-YBR125C	192.555146196194	-1.01670485454513	0.470173479980719	-2.16240366127589	0.0305870756146336	0.0549527305942042
gene-YNL325C	gene-YNL325C	105.881148667297	-1.0946282566341	0.50667602840982	-2.16041058833894	0.0307408984917042	0.0552120216420842
gene-YDR391C	gene-YDR391C	203.052242613616	-1.01657719550501	0.470575080792387	-2.16028692763167	0.0307504643167432	0.0552121404414308
gene-YOR152C	gene-YOR152C	200.974652265793	-1.29150153684215	0.597939186965112	-2.15992121773665	0.0307787689142606	0.0552458940486975
gene-YPL032C	gene-YPL032C	256.662252649976	1.12656948295208	0.522567322768751	2.15583606908887	0.0310964679370351	0.0557989106668873
gene-YMR076C	gene-YMR076C	124.182281455822	-4.46200727271109	2.0713787273185	-2.15412431047188	0.031230424532773	0.056021983760641
gene-YER176W	gene-YER176W	316.021727271106	0.940984942365335	0.437179336263074	2.15240031793061	0.0313658386916342	0.0562475330070281
gene-YPR035W	gene-YPR035W	6905.21970711835	-0.916303337221073	0.425891278092179	-2.15149589661883	0.0314370793533972	0.0563578979648195
gene-YMR092C	gene-YMR092C	677.185322398755	-0.869485666033812	0.404568464734971	-2.14916816762622	0.0316210716575146	0.0566702647158417
gene-YMR158C-A	gene-YMR158C-A	13.2533741375699	-2.35652112192856	1.09675339469326	-2.1486335336009	0.0316634612853402	0.0567287413657205
gene-YIR010W	gene-YIR010W	255.207396493533	0.932213659675671	0.434100344137999	2.14746123163478	0.0317565804173316	0.0568780417212731
gene-YMR198W	gene-YMR198W	59.1157031157832	1.27731224656996	0.595622909368818	2.14449818245495	0.0319929909077151	0.0572838148969933
gene-YIL005W	gene-YIL005W	498.483551457895	-0.930905736149607	0.434122691221649	-2.14433789104637	0.0320058228525917	0.0572891414903797
gene-YHR132C	gene-YHR132C	703.003444640815	-0.901419501283393	0.420834075568956	-2.14198315586659	0.0321948375002251	0.0576097276943684
gene-YDR493W	gene-YDR493W	65.4383193326968	1.26880872369868	0.592428568547701	2.14170752570065	0.0322170247527964	0.0576316860151593
gene-YHR176W	gene-YHR176W	118.367802928017	-1.09659753773178	0.512204173011614	-2.14093831232201	0.0322790130257036	0.0577248072939659
gene-YNL129W	gene-YNL129W	58.0325864651392	-1.24209370705051	0.580413603140294	-2.14001481069748	0.0323535698351866	0.0578403407819454
gene-YDL217C	gene-YDL217C	119.075468306854	1.08069264402177	0.505116833028547	2.1394904571725	0.0323959679603731	0.0578983289623888
gene-YKL023W	gene-YKL023W	225.957198367497	-0.966421479741041	0.451888667063848	-2.13862738806967	0.0324658575692906	0.058005399382944
gene-YER144C	gene-YER144C	359.803774185653	-1.13844720229906	0.532421765985162	-2.13824316553352	0.0324970126662686	0.0580432199189776
gene-YER042W	gene-YER042W	144.324419221722	-1.03861363592452	0.485942512238867	-2.13731791264639	0.0325721428994206	0.0581595374904554
gene-YMR175W	gene-YMR175W	1039.83043653067	-4.03292911654533	1.88718024266157	-2.13701321441216	0.0325969168378053	0.0581858970090063
gene-YLR144C	gene-YLR144C	129.319184277126	1.01509590910633	0.475123415643426	2.13648891147926	0.0326395838370148	0.0582441698682008
gene-YGL012W	gene-YGL012W	503.118328105632	1.14412167366058	0.535619129584792	2.13607321035657	0.0326734469677766	0.058286701588925
gene-YKL057C	gene-YKL057C	307.206585210561	0.906623828246921	0.424635219050772	2.1350650807382	0.0327556944715927	0.058415494405921
gene-YEL034W	gene-YEL034W	9625.36522521914	0.85146636272498	0.398892213116595	2.13457754933937	0.032795532914776	0.058468600398981
gene-YBR182C-A	gene-YBR182C-A	4.21593028408379	3.82816209846991	1.79419453118101	2.13363826047895	0.0328724035203019	0.0585876753327184
gene-YDR297W	gene-YDR297W	448.74815021665	0.943470927221642	0.442544963819918	2.13192105741726	0.0330133368114321	0.0588208196039372
gene-YDL144C	gene-YDL144C	532.901698937521	-0.900401902778903	0.422465871422089	-2.1313009255588	0.0330643588733075	0.0588756292192595
gene-YKL049C	gene-YKL049C	140.671892889088	-1.1003215197861	0.516265478626703	-2.1313095012919	0.0330636528350311	0.0588756292192595
gene-YJR057W	gene-YJR057W	147.044504551188	-1.20760028757467	0.56667030374583	-2.13104565316399	0.0330853813051855	0.058895018727638
gene-YER039C-A	gene-YER039C-A	70.2873428004379	-1.31213727247498	0.615922114535005	-2.13036233236338	0.0331417110885214	0.0589772274484037
gene-YGL154C	gene-YGL154C	117.558185612411	-1.14955446996551	0.540049409145068	-2.12860980958266	0.0332865562404815	0.0592168548728737
gene-YOL068C	gene-YOL068C	823.519970830249	0.877342617671931	0.412196891559056	2.12845520099279	0.0332993605274515	0.0592215065439254
gene-YPL099C	gene-YPL099C	168.757351635744	-1.01897049766289	0.478965980204393	-2.12743814754454	0.0333836953808712	0.0593533305456174
gene-YAL031C	gene-YAL031C	217.100018484182	-0.966750628768745	0.454696160017176	-2.12614645510142	0.0334910668777534	0.0595260185607041
gene-YER025W	gene-YER025W	1365.14571291119	0.85883844604477	0.404247208622443	2.1245377277222	0.0336252047571366	0.0597461602104794
gene-snR9	gene-snR9	59.3592540602873	-1.25434743965716	0.590548765478207	-2.12403701943468	0.0336670481510256	0.059802226116675
gene-YGR279C	gene-YGR279C	1328.01171113986	-1.12623394959623	0.530851923670012	-2.1215595147703	0.0338747451852351	0.0601343979891834
gene-YDR044W	gene-YDR044W	95.9920411725297	-1.24439598654518	0.586542622810121	-2.12157810558301	0.0338731825884281	0.0601343979891834
gene-YGL098W	gene-YGL098W	260.993354418445	-0.944145086650422	0.445240575174567	-2.12052795565689	0.0339615465355544	0.0602700789205014
gene-YGR243W	gene-YGR243W	1451.71022375848	-1.1351702039936	0.535386603195415	-2.12028130180774	0.0339823295636089	0.0602885529376358
gene-YPR118W	gene-YPR118W	148.531956376224	1.01278923870948	0.477925066255474	2.11913814574459	0.0340787938039918	0.0604228034133009
gene-YAR019C	gene-YAR019C	169.810315820527	-1.0061548839074	0.474793166023073	-2.11914356799842	0.0340783356998669	0.0604228034133009
gene-YLR313C	gene-YLR313C	19.4548224540849	1.73763564410532	0.820307638243061	2.11827314911635	0.0341519412750476	0.0605340294878245
gene-YKL126W	gene-YKL126W	474.631242950954	-0.906169225709683	0.42811633035884	-2.11664251384699	0.0342901990881254	0.0607558499168938
gene-YPR109W	gene-YPR109W	233.99012462918	-0.96200213449815	0.454514090061093	-2.11655074184574	0.0342979944214261	0.0607558499168938
gene-YDL182W	gene-YDL182W	658.561013712898	0.968013763153141	0.4576251577279	2.11529839827712	0.0344045229061234	0.0609259863285768
gene-YIL048W	gene-YIL048W	485.604837161303	0.952334951482148	0.450285905519668	2.11495616409106	0.0344336836149136	0.0609554593272521
gene-YOR054C	gene-YOR054C	454.60465320421	-1.08623376164279	0.513620443709066	-2.11485694338536	0.0344421418497412	0.0609554593272521
gene-YPL209C	gene-YPL209C	15.088887671476	1.89206330504926	0.895645634539881	2.11251328883133	0.0346424473738014	0.0612912950187317
gene-YNR058W	gene-YNR058W	29.5133447556786	1.42448479628016	0.674475286193473	2.11198960946294	0.0346873405227901	0.0613324034569432
gene-YNL263C	gene-YNL263C	189.267601863228	1.03329605707113	0.489279439565813	2.11187303923516	0.0346973404278096	0.0613324034569432
gene-YGL153W	gene-YGL153W	280.32520532818	-0.950627179293981	0.450125436482696	-2.11191615102277	0.0346936418228473	0.0613324034569432
gene-YPL048W	gene-YPL048W	1999.17391278084	-0.91144663508956	0.431736464957202	-2.11111802932817	0.0347621681228633	0.0614283129006024
gene-YJL056C	gene-YJL056C	74.8861686075223	1.25006687446952	0.592343854749019	2.11037366969761	0.0348261825830949	0.0615040331731836
gene-YLR164W	gene-YLR164W	129.924497201348	-3.60352598027851	1.70746648994792	-2.11045194824785	0.0348194459439439	0.0615040331731836
gene-YJL013C	gene-YJL013C	150.183862817525	-0.993151211945073	0.470825573579383	-2.10938247129353	0.0349115812740858	0.0616361210100202
gene-YBR199W	gene-YBR199W	724.074654594854	-0.857022166931627	0.406616077630905	-2.10769375358927	0.035057487968207	0.0618749225846398
gene-YFL037W	gene-YFL037W	935.750830526288	-1.03279406448609	0.490093741564366	-2.10733983500674	0.0350881327390773	0.061910208706593
gene-YJR122W	gene-YJR122W	164.872699805924	-1.02024116350873	0.484522621106446	-2.10566260287069	0.0352336704934548	0.0621481313832956
gene-YFR041C	gene-YFR041C	186.291386914302	-1.08554944809985	0.51589834855361	-2.10419252386315	0.035361656426235	0.0623549596933488
gene-YPL129W	gene-YPL129W	592.374507868095	0.907562150780995	0.43213864288522	2.10016430079374	0.0357143905393338	0.062957851930424
gene-YGL253W	gene-YGL253W	827.645786325538	1.55224811006167	0.739621338711958	2.09870649860494	0.0358427814604241	0.0631650229981761
gene-YPR100W	gene-YPR100W	405.842563611836	-0.874374399829039	0.416863431374664	-2.0975080422518	0.035948626001834	0.0633323474757985
gene-YKL184W	gene-YKL184W	323.803863087829	-0.891143611825089	0.425017638390252	-2.09672148007853	0.0360182378889146	0.0634357571546581
gene-YIR013C	gene-YIR013C	4.03602079911563	3.66410662656893	1.74803596327939	2.09612771335375	0.0360708631985279	0.0634844207655145
gene-YIL132C	gene-YIL132C	23.9234567314267	1.55383083872554	0.741317339241688	2.09604005797975	0.036078637609858	0.0634844207655145
gene-YDL226C	gene-YDL226C	180.821164062067	1.20537146560024	0.575058648767802	2.09608440492641	0.0360747041710092	0.0634844207655145
gene-YJR133W	gene-YJR133W	280.07636100819	-1.01391306332891	0.48387517371445	-2.09540211692541	0.036135261509681	0.0635648123166665
gene-YDR003W-A	gene-YDR003W-A	66.6987891382759	-1.20808548769603	0.576848599758015	-2.09428520447621	0.0362345815391927	0.0637202383981205
gene-YKL133C	gene-YKL133C	195.493786102349	-1.11167603584312	0.531029837595392	-2.09343422372838	0.0363104100234357	0.0638342719468264
gene-YCR014C	gene-YCR014C	118.059992110778	1.07779583008615	0.514971045610792	2.0929251057364	0.0363558407162808	0.063894812894776
gene-YHL025W	gene-YHL025W	311.235597297535	-0.903045597785455	0.431507032271338	-2.0927714504027	0.0363695615267745	0.0638996044720718
gene-YMR011W	gene-YMR011W	73.4942016421144	-1.21877568424878	0.582755704239274	-2.09140069394904	0.0364921600364496	0.0640956283263358
gene-YMR163C	gene-YMR163C	81.8074832458437	-1.18731070585868	0.567883366681175	-2.09076506818215	0.0365491289002627	0.0641762952170171
gene-YMR192W	gene-YMR192W	115.584423301713	1.03356741496448	0.494422357033197	2.09045444701661	0.0365769963166268	0.0642058298375823
gene-YDR476C	gene-YDR476C	590.455672299794	-0.900356718219021	0.430754268241753	-2.09018641160327	0.0366010576955308	0.064228667671022
gene-YCR027C	gene-YCR027C	120.952225306098	1.14517360401723	0.548115606022402	2.08929209720481	0.036681437348637	0.0643502909357918
gene-YJL206C	gene-YJL206C	108.627884142586	-1.1233978625753	0.537729555956973	-2.08915029893799	0.0366941957684896	0.0643532485837242
gene-YDR372C	gene-YDR372C	567.888375947104	0.856790693560183	0.410214935713388	2.08863846478474	0.0367402799366845	0.0644146325767754
gene-YPL088W	gene-YPL088W	350.188985243657	0.932861692307677	0.446673724548904	2.08846332577492	0.0367560602982963	0.064422865637424
gene-YMR185W	gene-YMR185W	243.726901738231	0.972578787632585	0.465799867802419	2.08797566264044	0.0368000301065331	0.0644804868794605
gene-YOR346W	gene-YOR346W	139.160578580508	0.964012139229593	0.462331845282966	2.08510867046067	0.0370594374102669	0.0649154461206966
gene-YDR524W-C	gene-YDR524W-C	1537.17890020808	1.05529791246427	0.506466981984273	2.08364602235223	0.0371923774674953	0.0651090656147839
gene-YDL010W	gene-YDL010W	104.618245846162	-1.17497355238474	0.563873753056824	-2.08375287201271	0.0371826521769995	0.0651090656147839
gene-YNL156C	gene-YNL156C	602.733636801955	-0.885616780016172	0.425141120509754	-2.08311249439785	0.0372409707638986	0.0651745022823784
gene-YJL197W	gene-YJL197W	257.992290729194	0.907242801805303	0.435696237755145	2.08228284568104	0.0373166418647864	0.0652872734852915
gene-YNL255C	gene-YNL255C	1776.68782655615	0.813652184389166	0.391458489071348	2.07851459887709	0.0376619876973283	0.0658716438449811
gene-YPR141C	gene-YPR141C	74.8174925320856	1.24603129407256	0.599518968396386	2.07838510498757	0.0376739034997179	0.0658726615945729
gene-YGL137W	gene-YGL137W	656.616969032136	-0.949762290568744	0.457090574001429	-2.07784265217811	0.0377238539308494	0.0659401621191268
gene-YIL055C	gene-YIL055C	612.953753412052	-1.15132313017717	0.554642546313459	-2.07579302711208	0.0379130975581953	0.0662446696547825
gene-YDR173C	gene-YDR173C	245.317163627577	-1.24544292799491	0.600008391544793	-2.07570918264721	0.0379208561495976	0.0662446696547825
gene-YFL025C	gene-YFL025C	109.570144410751	1.01188077982004	0.487516754998406	2.0755815455478	0.0379326697079788	0.0662453955356889
gene-YPR001W	gene-YPR001W	1987.47239900252	-3.89123196603628	1.87534864869306	-2.07493788888167	0.0379922915935542	0.0663295880870342
gene-YIL076W	gene-YIL076W	509.659837692507	-0.925588732152899	0.44639287437818	-2.07348455873592	0.0381272066935764	0.0665451427336535
gene-YJL167W	gene-YJL167W	994.669194841559	-0.904335446836918	0.436363547347403	-2.07243582176892	0.0382248155912344	0.0666954752975845
gene-YOL070C	gene-YOL070C	232.761644455508	-0.911334102366735	0.439913846439091	-2.07161949946241	0.0383009399791946	0.0668082422446215
gene-YOR316C	gene-YOR316C	316.393300805854	1.01365651921714	0.489582661277107	2.07045020052988	0.0384102049443069	0.0669787312140149
gene-YJL117W	gene-YJL117W	461.493842233043	0.890489872097631	0.430346631428635	2.06923862548068	0.0385236997858439	0.0671564916482678
gene-YCR081W	gene-YCR081W	107.49830468892	-1.04136583385781	0.503297540776689	-2.06908587761183	0.0385380287232161	0.0671613262186903
gene-YDR034C	gene-YDR034C	404.68906715366	0.874673907031162	0.422772965903218	2.0688974404087	0.0385557118380692	0.0671720015596099
gene-YLR007W	gene-YLR007W	369.969570546635	1.0515769267207	0.508373781738733	2.0685113286608	0.0385919664493998	0.0672150161833717
gene-YLR390W	gene-YLR390W	45.4635922245429	-1.43180479910201	0.6922616539965	-2.06830002909456	0.0386118190398333	0.0672294464528194
gene-YDR523C	gene-YDR523C	20.2233871578293	1.7895365820756	0.86639417172665	2.06549933099065	0.0388757787717772	0.0676687709558457
gene-YEL050C	gene-YEL050C	228.399785262176	1.01730449785599	0.49259074401216	2.06521236994838	0.0389029106059006	0.0676957234854772
gene-YPL040C	gene-YPL040C	139.575567142238	1.0032848222675	0.486406140690196	2.06264834741574	0.0391460507212729	0.0680984276540072
gene-YHR029C	gene-YHR029C	136.203699139029	-0.972665818199061	0.472450209476945	-2.05876894260648	0.0395163781824818	0.0687220795920359
gene-YJR077C	gene-YJR077C	1993.7871023504	-0.922930185103195	0.448379629849387	-2.0583677840432	0.0395548418303727	0.0687683938732056
gene-YPR117W	gene-YPR117W	213.230172198462	-0.912349756007444	0.443357933612365	-2.05781759350477	0.0396076465504503	0.0688396057868472
gene-YOR190W	gene-YOR190W	42.8712268586443	-1.38207389412862	0.67179887581029	-2.05727330588583	0.0396599435953664	0.0689098930272854
gene-YDL035C	gene-YDL035C	436.648501139359	0.931497920583923	0.453206538047016	2.0553496968468	0.0398452404313768	0.0692111588126605
gene-YPL214C	gene-YPL214C	285.272562307555	-0.90880746978668	0.442316113868696	-2.05465602832744	0.0399122398899227	0.0692861225329243
gene-YOR186W	gene-YOR186W	32.8228302028006	-1.51687321984097	0.738249556487663	-2.05468896867034	0.0399090561160551	0.0692861225329243
gene-YNL215W	gene-YNL215W	534.63593431088	-0.868724003826114	0.422871583094992	-2.05434471966154	0.0399423393634798	0.0693176698657942
gene-YDR200C	gene-YDR200C	219.39250858198	-0.979607282838843	0.476879469326909	-2.0542030971086	0.0399560387827851	0.069319876470647
gene-YMR170C	gene-YMR170C	37.6969378924128	-1.48319196011005	0.722069415355192	-2.05408500702174	0.0399674649093493	0.069319876470647
gene-YOR308C	gene-YOR308C	170.735316127396	0.92834052667146	0.452403022940875	2.05202105113428	0.0401676166139314	0.0696462373986185
gene-YKL135C	gene-YKL135C	550.285705276187	-0.842624604888982	0.410791078234008	-2.05122420991086	0.0402451172748556	0.0697598036389683
gene-YGL251C	gene-YGL251C	82.2992822580595	-1.19021416620758	0.580407420916438	-2.05065290917247	0.0403007599230822	0.0698354253646255
gene-YGR216C	gene-YGR216C	211.286214205703	0.900335673072413	0.439296941051158	2.04949224303286	0.0404140055807845	0.0700107899956839
gene-YLR265C	gene-YLR265C	8.57942722442587	2.32087410253097	1.13294259153499	2.04853636880796	0.0405074722876595	0.0701517964648025
gene-YJR137C	gene-YJR137C	276.626570392904	1.03591830376642	0.506030678064321	2.04714525951082	0.040643824272773	0.0703669665395761
gene-YIL034C	gene-YIL034C	471.223190891552	-0.979387600358045	0.478783705104954	-2.04557421214524	0.040798280799868	0.0706133436595691
gene-YAR035C-A	gene-YAR035C-A	3.29829634576292	-4.43594695018201	2.16940036279029	-2.04478021957942	0.0408765307276945	0.0707277155669426
gene-YER018C	gene-YER018C	142.516517099996	-1.06038103962652	0.518653463539803	-2.04448849601704	0.040905312735984	0.0707564516730771
gene-YBR213W	gene-YBR213W	62.361259668758	1.13105106518134	0.553707587086304	2.04268659407956	0.041083472743991	0.0710434821743754
gene-YDL127W	gene-YDL127W	94.7335160725348	-1.10855427585205	0.543190318384278	-2.04082112352343	0.041268610153973	0.071342403990152
gene-YMR247W-A	gene-YMR247W-A	6.24394730851093	-3.22260808831723	1.57931553041292	-2.04050933854533	0.0412996218723449	0.0713747851091492
gene-YEL040W	gene-YEL040W	306.528762900745	1.20321652523869	0.589774540651875	2.04012964667613	0.0413374146079218	0.0714188625746853
gene-YEL063C	gene-YEL063C	803.918770214557	0.90913730410772	0.445718640945033	2.03971120027676	0.0413790987098387	0.071469634978182
gene-YBR041W	gene-YBR041W	147.757979785517	0.938176336304452	0.460137653652335	2.03890363863442	0.0414596457003445	0.0715874809300067
gene-YGR180C	gene-YGR180C	1155.19807518347	-0.808275388728231	0.396745128824339	-2.03726606832796	0.041623386218195	0.0718488626968071
gene-snR63	gene-snR63	19.3983433216595	1.66712784777608	0.818372441109701	2.03712608591203	0.0416374084146592	0.0718517273473869
gene-YDR464W	gene-YDR464W	553.916485387672	0.921208869571452	0.452274453450089	2.03683595777782	0.0416664836119576	0.0718805588461554
gene-YGL095C	gene-YGL095C	299.201507219137	-0.889619746481345	0.436978432798999	-2.03584360166936	0.0417660625772456	0.072030966082775
gene-YPL064C	gene-YPL064C	400.543677396741	0.872420428349236	0.428811888140624	2.03450616103986	0.0419005880502263	0.0722415359679369
gene-YGR170W	gene-YGR170W	254.449384481862	-0.92017121950883	0.452678861567717	-2.03272407357855	0.0420804077222879	0.0725300503208592
gene-YJL019W	gene-YJL019W	113.620181661181	-1.05237528845842	0.517759408633275	-2.03255657147084	0.0420973428706202	0.072537728065237
